Building_ID,Building_Name,Latitude,Longitude,Building RSU,RFS_Status,Location Type,Total HPs,Total Spare,Actual Util Count,Util %,Final Tagging
111064,Runwal Olive Chs_BHC,19.16004004,72.94597744,Runwal Olive Chs A Wing_BHC,RFS,High-rise,40,38,2,5%,Rest
190465,Runwal Pearl_0DP,19.23006252,72.97922852,Runwal Pearl Coral/B_0DP,RFS,High-rise,80,64,16,20%,Rest
32772,Runwal Pearl_0DP,19.22951774,72.9793194,Runwal Pearl Doris Wing-A_0DP,RFS,High-rise,120,115,5,4%,P1
190466,Runwal Pearl_0DP,19.22944878,72.9798552,Runwal Pearl Rissoina Tower E_0DP,RFS,High-rise,144,109,35,24%,P1
4871,RUNWAL PLAZA_VP6,19.20850172,72.95727126,RUNWAL PLAZA BLDG NO- A4_VP6,RFS,High-Rise,48,44,4,8%,Rest
4871,RUNWAL PLAZA_VP6,19.20850172,72.95727126,RUNWAL PLAZA BLDG NO- A5_VP6,RFS,High-Rise,48,41,7,15%,Rest
4871,RUNWAL PLAZA_VP6,19.20850172,72.95727126,RUNWAL PLAZA BLDG NO- A6_VP6,RFS,High-Rise,48,45,3,6%,Rest
170693,RUNWAL PLAZA_VNP,19.20928255,72.95668562,Runwal Plaza Bldg No-A10_VNP,RFS,High-rise,64,61,3,5%,Rest
170693,RUNWAL PLAZA_VNP,19.20928255,72.95668562,Runwal Plaza Bldg No-A11_VNP,RFS,High-rise,48,46,2,4%,Rest
170693,RUNWAL PLAZA_VNP,19.20928255,72.95668562,Runwal Plaza Bldg No-A12_VNP,RFS,High-rise,40,34,6,15%,Rest
170843,RUNWAL PLAZA_VNP,19.20759926,72.9569944,Runwal Plaza CHS Wing-A1_VNP,RFS,High-rise,40,37,3,8%,Rest
170843,RUNWAL PLAZA_VNP,19.20759926,72.9569944,Runwal Plaza CHS Wing-A2_VNP,RFS,High-rise,40,38,2,5%,Rest
170843,RUNWAL PLAZA_VNP,19.20759926,72.9569944,Runwal Plaza CHS Wing-A3_VNP,RFS,High-rise,48,42,6,13%,Rest
21282,Runwal Pride_1FR,19.18454002,72.95197252,Runwal Pride A Wing_1FR,RFS,High-rise,112,93,19,17%,P1
21282,Runwal Pride_1FR,19.18454002,72.95197252,Runwal Pride B Wing_1FR,RFS,High-rise,112,94,18,16%,P1
21282,Runwal Pride_1FR,19.18454002,72.95197252,Runwal Pride C Wing_1FR,RFS,High-rise,64,52,12,19%,Rest
133306,Runwal R Square_MUF,19.18046468,72.94642493,Runwal R Square_MUF,RFS,High-rise,184,166,18,10%,P1
38837,Runwal Regency_RM6,19.21400082,72.97870385,Runwal Regency Wing-A_RM6,RFS,High-rise,48,42,6,13%,Rest
38837,Runwal Regency_RM6,19.21400082,72.97870385,Runwal Regency Wing-B_RM6,RFS,High-rise,64,51,13,20%,Rest
46417,Runwal Residency_XJW,19.06035795,72.89826663,Runwal Residency_XJW,RFS,High-rise,24,15,9,38%,Rest
201301,Runwal Sanctuary_EM8,19.17349194,72.93918069,Runwal Sanctuary Tower-1_EM8,RFS,High-rise,96,69,27,28%,Rest
201301,Runwal Sanctuary_EM8,19.17349194,72.93918069,Runwal Sanctuary Tower-3_EM8,RFS,High-rise,96,77,19,20%,Rest
201691_2,Runwal Square_ANH,19.11239052,72.86950322,Runwal Square (R-Square)_ANH,RFS,High-rise,32,32,0,0%,Start Strong
201691,Runwal Square_ANH,19.11239052,72.86950322,Runwal Square_ANH,RFS,High-rise,16,11,5,31%,Rest
4868,Runwal Symphony Chsl_RV5,19.08251934,72.8512593,Runwal Symphony Chsl Wing-A_RV5,RFS,High-rise,48,30,18,38%,Rest
4868,Runwal Symphony Chsl_RV5,19.08251934,72.8512593,Runwal Symphony Chsl Wing-B_RV5,RFS,High-rise,32,20,12,38%,Rest
4867,Runwal Towers Co op Hsg Soc_MUF,19.18200736,72.94817034,Runwal Towers Co op Hsg Soc WING-A_MUF,RFS,High-rise,56,40,16,29%,Rest
4867,Runwal Towers Co op Hsg Soc_MUF,19.18200736,72.94817034,Runwal Towers Co op Hsg Soc WING-B_MUF,RFS,High-rise,48,43,5,10%,Rest
194584,Rupa Renaissance_FQR,19.0645321,73.02752672,Rupa Renaissance Wing B_FQR,RFS,High-rise,128,111,17,13%,P1
44938,Rupa Renaissance_FQR,19.06442817,73.0275294,Rupa Renaissance Wing-A_FQR,RFS,High-rise,128,67,61,48%,P1
192259,Rupa Sapphire_2CN,19.06837249,73.00761503,Rupa Sapphire_2CN,RFS,High-rise,48,21,27,56%,Rest
196947,Rupa Solitaire_RPS,19.1110506,73.01529105,Rupa Solitaire_RPS,RFS,High-rise,856,568,288,34%,P1
21143,Rupal Apartments_FJN,19.01468381,72.84247831,RUPAL APARTMENT A Wing_FJN,RFS,High-rise,32,27,5,16%,Rest
21143,Rupal Apartments_FJN,19.01468381,72.84247831,RUPAL APARTMENT B Wing_FJN,RFS,High-rise,32,26,6,19%,Rest
79838,Rupam Building_SIA,19.04190192,72.86386927,Rupam Building_SIA,RFS,Flatbed,16,10,6,38%,Rest
4861,RUPAM BUILDING_ZAR,18.93876853,72.83830184,RUPAM BUILDING_ZAR,RFS,High-rise,32,21,11,34%,Rest
LCO1286,Rupam patil_7UR,18.88323108,72.96469245,Rupam patil_7UR,RFS,Flatbed,8,8,0,0%,Zero utilised
34414,Ruparel Garden_HC0,19.02492829,73.02044266,Ruparel Garden Wing-A_HC0,RFS,High-rise,56,53,3,5%,Rest
34414,Ruparel Garden_HC0,19.02492829,73.02044266,Ruparel Garden Wing-B_HC0,RFS,High-rise,40,40,0,0%,Zero utilised
34414,Ruparel Garden_HC0,19.02492829,73.02044266,Ruparel Garden Wing-C_HC0,RFS,GHS,8,8,0,0%,Zero utilised
34414,Ruparel Garden_HC0,19.02492829,73.02044266,Ruparel Garden Wing-D_HC0,RFS,High-rise,16,15,1,6%,Rest
187765,Ruparel Pride_0A6,19.0627178,72.88486923,Ruparel Pride Wing-A_0A6,RFS,High-rise,64,61,3,5%,Start Strong
187765,Ruparel Pride_0A6,19.0627178,72.88486923,Ruparel Pride Wing-B_0A6,RFS,High-rise,64,64,0,0%,Start Strong
187766,Ruparel Primero_GHB,19.065748,72.89691956,Ruparel Primero_GHB,RFS,High-rise,80,80,0,0%,Start Strong
176752,Ruparel Zion_CMA,19.04139301,72.86411899,Ruparel Zion_CMA,RFS,High-rise,48,46,2,4%,Rest
103488,Rupel Heights_GD8,19.24684224,72.85372425,Rupel Heights A WING_GD8,RFS,High-rise,32,29,3,9%,Rest
103488,Rupel Heights_GD8,19.24684224,72.85372425,Rupel Heights B WING_GD8,RFS,High-rise,24,24,0,0%,Zero utilised
102213,Rusabh Complex_AOA,19.13559229,72.83291618,Rusabh Complex_AOA,RFS,Flatbed,8,5,3,38%,Rest
45252,Rusan Pharma Ltd_0E6,19.20654599,72.8230668,Rusan Pharma Ltd 58-D_0E6,RFS,Flatbed,8,5,3,38%,Rest
60254,Rushab Apartment_NAZ,18.95899095,72.81929022,Rushab Apartment_NAZ,RFS,High-rise,144,134,10,7%,P1
193114,RUSHABH APARTMENT_3U3,19.16705436,72.95809974,RUSHABH APARTMENT_3U3,RFS,High-rise,48,40,8,17%,Rest
134625,Rushabh Avenue_TR1,19.28281201,72.87146242,Rushabh Avenue_TR1,RFS,GHS,24,17,7,29%,Rest
49653,Rushabh Palace_1NM,19.2774392,72.87817304,Rushabh Palace (Rushabh Plaza) A WING_1NM,RFS,High-rise,32,31,1,3%,Rest
49653,Rushabh Palace_1NM,19.2774392,72.87817304,Rushabh Palace (Rushabh Plaza) B WING_1NM,RFS,High-rise,48,43,5,10%,Rest
73086,Rushabh Tower_2VW,18.99345723,72.85018073,Rushabh Tower_2VW,RFS,High-rise,96,81,15,16%,Rest
192755,Rushi Heights_2RW,19.17889484,72.87226056,Rushi Heights A Wing_2RW,RFS,High-rise,96,62,34,35%,Rest
192756,Rushi Heights_2RW,19.17914564,72.87226727,Rushi Heights B Wing_2RW,RFS,High-rise,96,50,46,48%,Rest
79457,Rushi Building_SCM,19.28110168,72.85965168,Rushi Shanti Nagar Chs A WING_SCM,RFS,High-rise,48,44,4,8%,Rest
79457,Rushi Building_SCM,19.28110168,72.85965168,Rushi Shanti Nagar Chs B WING_SCM,RFS,High-rise,32,32,0,0%,Zero utilised
65448,Rushilla Building_1G7,18.97171139,72.811904,Rushilla Building_1G7,RFS,High-rise,16,12,4,25%,Rest
4847,Rustom Building_ZAJ,18.93206245,72.83309419,Rustom Building_ZAJ,RFS,High-rise,32,8,24,75%,Rest
197860,Rustom Building_ZAP,18.9320655,72.83302884,Rustom Building_ZAP,RFS,GHS,8,1,7,88%,Rest
46026,RUSTOM MANZIL_2LZ,18.92275529,72.83179937,RUSTOM MANZIL_2LZ,RFS,Flatbed,24,22,2,8%,Rest
17590,Rustomajee Pinnacle_1RF,19.22068784,72.85775991,Rustomajee Pinnacle_1RF,RFS,High-rise,152,73,79,52%,P1
201567,Rustomjee Acura_1RZ,19.20791688,72.98671688,Rustomjee Acura Wing-A_1RZ,RFS,High-rise,128,111,17,13%,P1
201567,Rustomjee Acura_1RZ,19.20791688,72.98671688,Rustomjee Acura Wing-B_1RZ,RFS,High-rise,128,123,5,4%,P1
201567,Rustomjee Acura_1RZ,19.20791688,72.98671688,Rustomjee Acura Wing-C_1RZ,RFS,High-rise,128,108,20,16%,P1
201567,Rustomjee Acura_1RZ,19.20791688,72.98671688,Rustomjee Acura Wing-D_1RZ,RFS,High-rise,128,114,14,11%,P1
201608,Rustomjee Acura_1RZ,19.20810769,72.98707065,Rustomjee Acura Wing-E_1RZ,RFS,High-rise,48,45,3,6%,Rest
19039,Rustomjee Aspiree_CHC,19.0492301,72.87733038,Rustomjee Aspiree_CHC,RFS,High-rise,16,10,6,38%,Rest
191265,Rustomjee Astraea_0RN,19.21136583,72.98736961,Rustomjee Astraea A-WING_0RN,RFS,High-rise,72,54,18,25%,Rest
191266,Rustomjee Astraea_0RN,19.21134935,72.98745541,Rustomjee Astraea B-WING_0RN,RFS,High-rise,40,33,7,18%,Rest
200156,RUSTOMJEE ATELIER_BTT,19.20919603,72.98668408,RUSTOMJEE ATELIER Wing-A_BTT,RFS,High-Rise,80,68,12,15%,Rest
200156,RUSTOMJEE ATELIER_BTT,19.20919603,72.98668408,RUSTOMJEE ATELIER Wing-B_BTT,RFS,High-Rise,80,69,11,14%,Rest
200156,RUSTOMJEE ATELIER_BTT,19.20919603,72.98668408,RUSTOMJEE ATELIER Wing-C_BTT,RFS,High-Rise,80,69,11,14%,Rest
200156,RUSTOMJEE ATELIER_BTT,19.20919603,72.98668408,RUSTOMJEE ATELIER Wing-D_BTT,RFS,High-Rise,80,63,17,21%,Rest
18552,Rustomjee Athena_0RN,19.21127828,72.9877546,Rustomjee Athena Sales office_0RN,RFS,Flatbed,16,16,0,0%,Zero utilised
192101,Rustomjee Aurelia_1RZ,19.20645915,72.98827747,Rustomjee Aurelia_1RZ,RFS,High-rise,240,153,87,36%,P1
192102,Rustomjee Azziano_1RZ,19.20865114,72.98828469,Rustomjee Azziano E Wing_1RZ,RFS,High-rise,232,134,98,42%,P1
192103,Rustomjee Azziano_1RZ,19.20852785,72.98762277,Rustomjee Azziano K Wing_1RZ,RFS,High-rise,280,184,96,34%,P1
192104,Rustomjee Azziano_1RZ,19.20804728,72.98847616,RUSTOMJEE AZZIANO PHASE-2 WING-F_1RZ,RFS,High-rise,216,142,74,34%,P1
192105,Rustomjee Azziano_1RZ,19.20772079,72.98859796,RUSTOMJEE AZZIANO PHASE-2 WING-G_1RZ,RFS,High-rise,216,146,70,32%,P1
192106,Rustomjee Azziano_1RZ,19.20764883,72.98862471,RUSTOMJEE AZZIANO PHASE-2 WING-H_1RZ,RFS,High-rise,216,160,56,26%,P1
192107,Rustomjee Azziano_1RZ,19.20729412,72.988059,RUSTOMJEE AZZIANO PHASE-2 WING-I_1RZ,RFS,High-rise,232,138,94,41%,P1
192108,Rustomjee Azziano_1RZ,19.20778503,72.98788545,RUSTOMJEE AZZIANO PHASE-2 WING-J_1RZ,RFS,High-rise,232,162,70,30%,P1
192109,Rustomjee Azziano_1RZ,19.2095704,72.98733807,Rustomjee Azziano Wing-A_1RZ,RFS,High-rise,168,120,48,29%,P1
192110,Rustomjee Azziano_1RZ,19.20947353,72.98763599,Rustomjee Azziano Wing-B_1RZ,RFS,High-rise,104,77,27,26%,P1
192111,Rustomjee Azziano_1RZ,19.20946127,72.98798062,Rustomjee Azziano Wing-C_1RZ,RFS,High-rise,168,120,48,29%,P1
200899,Rustomjee Azziano_1RZ,19.209053,72.98820289,Rustomjee Azziano Wing-D_1RZ,RFS,High-rise,216,113,103,48%,P1
200899,Rustomjee Azziano_1RZ,19.209053,72.98820289,Rustomjee Azziano Wing-L_1RZ,RFS,High-rise,328,229,99,30%,P1
174021,Basant Park Cooperative Housing Society_CB1,19.0510038,72.8941835,Rustomjee Basant Park Cooperative Housing Society-Sales Office_CB1,RFS,Flatbed,8,8,0,0%,Zero utilised
172162,Rustomjee Bella_0KB,19.15592211,72.93930004,Rustomjee Bella Wing-A_0KB,RFS,High-rise,128,123,5,4%,P1
186218,Rustomjee Bella_0KB,19.15582836,72.93888742,Rustomjee Bella Wing-B_0KB,RFS,High-rise,112,109,3,3%,P1
172162,Rustomjee Bella_0KB,19.15592211,72.93930004,Rustomjee Bella Wing-C_0KB,RFS,High-rise,112,78,34,30%,P1
172162,Rustomjee Bella_0KB,19.15592211,72.93930004,Rustomjee Bella Wing-D_0KB,RFS,High-rise,128,93,35,27%,P1
94280,RUSTOMJEE BELLA_0KB,19.15596402,72.93906639,RUSTOMJEE BELLA_0KB,RFS,Flatbed,8,7,1,13%,Rest
193403,Rustomjee Central Park_AOH,19.11414746,72.86092347,Rustomjee Central Park A Wing_AOH,RFS,High-rise,80,38,42,53%,Rest
193404,Rustomjee Central Park_AOH,19.1139111,72.86085633,Rustomjee Central Park B Wing_AOH,RFS,High-rise,88,25,63,72%,Rest
193405,Rustomjee Central Park_AOH,19.11368417,72.86075373,Rustomjee Central Park C Wing_AOH,RFS,High-rise,32,16,16,50%,Rest
193406,Rustomjee Central Park_AOH,19.11343727,72.86068624,Rustomjee Central Park D Wing_AOH,RFS,High-rise,32,16,16,50%,Rest
193407,Rustomjee Central Park_AOH,19.11341978,72.86043932,Rustomjee Central Park E Wing_AOH,RFS,High-rise,32,10,22,69%,Rest
19291,Rustomjee Central Park_AOH,19.11362681,72.860295,Rustomjee Central Park Wing-G_AOH,RFS,High-rise,32,16,16,50%,Rest
19292,Rustomjee Central Park_AOH,19.11395071,72.86041057,Rustomjee Central Park Wing-H_AOH,RFS,High-rise,24,18,6,25%,Rest
102612,Rustomjee Co-Operative Housing Society_ANT,19.11800043,72.85574332,Rustomjee Co-Operative Housing Society_ANT,RFS,High-rise,56,21,35,63%,Rest
187243,Rustomjee Crescent_3N2,19.06990415,72.82894976,Rustomjee Crescent Sales Office_3N2,RFS,Flatbed,8,8,0,0%,Start Strong
94281,Rustomjee Crown_0TY,19.01089121,72.83053014,Rustomjee Crown Wing-A_0TY,RFS,High-rise,8,8,0,0%,Zero utilised
49629,Rustomjee Crown_SKP,19.01002631,72.83092099,Rustomjee Crown Wing-A_SKP,RFS,High-rise,216,132,84,39%,P1
49629_1,Rustomjee Crown_SKP,19.01047858,72.83045627,Rustomjee Crown Wing-B_SKP,RFS,High-rise,184,115,69,38%,P1
94281,Rustomjee Crown_0TY,19.01089121,72.83053014,Rustomjee Crown Wing-C_0TY,RFS,High-rise,8,7,1,13%,Rest
49629_2,Rustomjee Crown_WOD,19.01113338,72.83128543,Rustomjee Crown Wing-C_WOD,RFS,High-rise,352,352,0,0%,P1
196879,Rustomjee Elanza_REM,19.17522046,72.83451769,Rustomjee Elanza A Wing_REM,RFS,High-rise,144,87,57,40%,P1
196880,Rustomjee Elanza_REM,19.17550809,72.8348622,Rustomjee Elanza B Wing_REM,RFS,High-rise,144,95,49,34%,P1
196881,Rustomjee Elanza_REM,19.17574435,72.83529946,Rustomjee Elanza C Wing_REM,RFS,High-rise,144,105,39,27%,P1
194619,Rustomjee Elita_FZB,19.12314767,72.82793165,Rustomjee Elita A Wing_FZB,RFS,High-rise,16,8,8,50%,Rest
194620,Rustomjee Elita_FZB,19.12329309,72.82796199,Rustomjee Elita B Wing_FZB,RFS,High-rise,48,34,14,29%,Rest
194621,Rustomjee Elita_FZB,19.12333863,72.82757503,Rustomjee Elita C Wing_FZB,RFS,High-rise,56,43,13,23%,Rest
194622,Rustomjee Elita_FZB,19.12308543,72.82754902,Rustomjee Elita D Wing_FZB,RFS,High-rise,56,41,15,27%,Rest
4838,Rustomjee Meridian_2B4,19.20699732,72.81865496,Rustomjee Meridian A-Wing_2B4,RFS,High-rise,80,51,29,36%,Rest
4838,Rustomjee Meridian_2B4,19.20699732,72.81865496,Rustomjee Meridian B-Wing_2B4,RFS,High-rise,80,52,28,35%,Rest
190909,Rustomjee Oriana_0KE,19.0575968,72.84902477,Rustomjee Oriana A-Wing_0KE,RFS,High-rise,80,60,20,25%,Rest
190910,Rustomjee Oriana_0KE,19.05735376,72.84902404,Rustomjee Oriana B-Wing_0KE,RFS,High-rise,80,47,33,41%,Rest
4848,Rustomjee Ozone CHS Ltd_MLP,19.17284262,72.84135762,Rustomjee Ozone CHS Ltd Tower 1_MLP,RFS,High-rise,80,64,16,20%,Rest
4848,Rustomjee Ozone CHS Ltd_MLP,19.17284262,72.84135762,Rustomjee Ozone CHS Ltd Tower 2_MLP,RFS,High-rise,72,58,14,19%,Rest
4848,Rustomjee Ozone CHS Ltd_MLP,19.17284262,72.84135762,Rustomjee Ozone CHS Ltd Tower 3_MLP,RFS,High-rise,80,54,26,33%,Rest
4848,Rustomjee Ozone CHS Ltd_MLP,19.17284262,72.84135762,Rustomjee Ozone CHS Ltd Tower 4_MLP,RFS,High-rise,96,78,18,19%,Rest
4848,Rustomjee Ozone CHS Ltd_MLP,19.17284262,72.84135762,Rustomjee Ozone CHS Ltd Tower 5_MLP,RFS,High-rise,56,47,9,16%,Rest
4848,Rustomjee Ozone CHS Ltd_MLP,19.17284262,72.84135762,Rustomjee Ozone CHS Ltd Tower 6_MLP,RFS,High-rise,80,58,22,28%,Rest
190861,Rustomjee Paramount_0JE,19.07620314,72.82929199,Rustomjee Paramount A WING_0JE,RFS,High-rise,32,28,4,13%,Rest
190862,Rustomjee Paramount_0JE,19.07642873,72.82928915,Rustomjee Paramount B WING_0JE,RFS,High-rise,32,27,5,16%,Rest
93572,Rustomjee Paramount_0JE,19.07636124,72.82912824,Rustomjee Paramount C WING_0JE,RFS,High-rise,40,34,6,15%,Rest
190863,Rustomjee Paramount_0JE,19.07653597,72.82885236,Rustomjee Paramount D WING_0JE,RFS,High-rise,32,27,5,16%,Rest
190864,Rustomjee Paramount_0JE,19.07675305,72.82903808,Rustomjee Paramount E WING_0JE,RFS,High-rise,32,28,4,13%,Rest
94233,Rustomjee Paramount_0JE,19.07699712,72.82902919,Rustomjee Paramount F Wing_0JE,RFS,High-rise,8,8,0,0%,Zero utilised
186948,Rustomjee Paramount_0JE,19.07710835,72.82902221,Rustomjee Paramount Wing-F_0JE,RFS,High-rise,56,56,0,0%,Start Strong
200255,Rustomjee Regal CHS_DAC,19.24264861,72.85735392,Rustomjee Regal CHS Wing-A_DAC,RFS,High-Rise,32,30,2,6%,Rest
200255,Rustomjee Regal CHS_DAC,19.24264861,72.85735392,Rustomjee Regal CHS Wing-B_DAC,RFS,High-Rise,32,31,1,3%,Rest
200255,Rustomjee Regal CHS_DAC,19.24264861,72.85735392,Rustomjee Regal CHS Wing-C_DAC,RFS,High-Rise,24,24,0,0%,Zero utilised
200255,Rustomjee Regal CHS_DAC,19.24264861,72.85735392,Rustomjee Regal CHS Wing-D_DAC,RFS,High-Rise,24,24,0,0%,Zero utilised
200255,Rustomjee Regal CHS_DAC,19.24264861,72.85735392,Rustomjee Regal CHS Wing-E_DAC,RFS,High-Rise,24,18,6,25%,Rest
59210,Rustomjee Regency_DAC,19.24193483,72.85799072,Rustomjee Regency Building No- 1A_DAC,RFS,High-rise,32,27,5,16%,Rest
59210,Rustomjee Regency_DAC,19.24193483,72.85799072,Rustomjee Regency Building No- 1B_DAC,RFS,High-rise,32,32,0,0%,Zero utilised
59210,Rustomjee Regency_DAC,19.24193483,72.85799072,Rustomjee Regency Building No- 1C_DAC,RFS,High-rise,32,31,1,3%,Rest
59210,Rustomjee Regency_DAC,19.24193483,72.85799072,Rustomjee Regency Building No- 3A_DAC,RFS,High-rise,40,38,2,5%,Rest
59210,Rustomjee Regency_DAC,19.24193483,72.85799072,Rustomjee Regency Building No- 3B_DAC,RFS,High-rise,40,36,4,10%,Rest
59210,Rustomjee Regency_DAC,19.24193483,72.85799072,Rustomjee Regency Building No- 3C_DAC,RFS,High-rise,40,33,7,18%,Rest
59210,Rustomjee Regency_DAC,19.24193483,72.85799072,Rustomjee Regency Building No- 4A_DAC,RFS,High-rise,32,30,2,6%,Rest
59210,Rustomjee Regency_DAC,19.24193483,72.85799072,Rustomjee Regency Building No- 4B_DAC,RFS,High-rise,32,30,2,6%,Rest
59210,Rustomjee Regency_DAC,19.24193483,72.85799072,Rustomjee Regency Building No- 4C_DAC,RFS,High-rise,32,30,2,6%,Rest
171045,Rustomjee Reserve_DAC,19.2422838,72.85712102,Rustomjee Reserve_DAC,RFS,High-rise,136,124,12,9%,P1
200458,Rustomjee Riviera_MMQ,19.1951071,72.83995432,Rustomjee Riviera A Wing_MMQ,RFS,High-Rise,48,44,4,8%,Rest
200458,Rustomjee Riviera_MMQ,19.1951071,72.83995432,Rustomjee Riviera B Wing_MMQ,RFS,High-Rise,80,74,6,8%,Rest
200458,Rustomjee Riviera_MMQ,19.1951071,72.83995432,Rustomjee Riviera C Wing_MMQ,RFS,High-Rise,48,46,2,4%,Rest
200458,Rustomjee Riviera_MMQ,19.1951071,72.83995432,Rustomjee Riviera D Wing_MMQ,RFS,High-Rise,24,24,0,0%,Zero utilised
4849,Rustomjee Royale Chs_DAC,19.24207409,72.85843145,Rustomjee Royale Chs Wing-A_DAC,RFS,High-rise,72,71,1,1%,Start Strong
4849,Rustomjee Royale Chs_DAC,19.24207409,72.85843145,Rustomjee Royale Chs Wing-B_DAC,RFS,High-rise,72,72,0,0%,Start Strong
190911,Rustomjee Seasons_0KE,19.05708608,72.85050394,Rustomjee Seasons Wing-A_0KE,RFS,High-rise,88,67,21,24%,Rest
190912,Rustomjee Seasons_0KE,19.05749673,72.85026875,Rustomjee Seasons Wing-B_0KE,RFS,High-rise,96,37,59,61%,Rest
190913,Rustomjee Seasons_0KE,19.05732822,72.85072734,Rustomjee Seasons Wing-C_0KE,RFS,High-rise,96,67,29,30%,Rest
169206,Rustomjee Seasons_0KE,19.05768637,72.85060917,Rustomjee Seasons Wing-D_0KE,RFS,High-rise,208,169,39,19%,P1
190914,Rustomjee Seasons_0KE,19.05783677,72.85137366,Rustomjee Seasons Wing-E_0KE,RFS,High-rise,96,82,14,15%,Rest
190915,Rustomjee Seasons_0KE,19.05822343,72.85130817,Rustomjee Seasons Wing-F_0KE,RFS,High-rise,96,77,19,20%,Rest
94279,Rustomjee Seasons_0KE,19.05792653,72.85076951,Rustomjee Seasons-D Wing_0KE,RFS,High-rise,8,7,1,13%,Rest
100966,Rustomjee Summit_KH7,19.22136186,72.85835852,Rustomjee Summit_KH7,RFS,High-rise,256,185,71,28%,P1
106609,Rutu Business Park_TIN,19.21056914,72.98221707,Rutu Business Park Wing-A_TIN,RFS,High-rise,16,15,1,6%,Rest
106609,Rutu Business Park_TIN,19.21056914,72.98221707,Rutu Business Park Wing-B_TIN,RFS,Flatbed,16,15,1,6%,Rest
17946,Rutu Enclave_THO,19.2626343,72.96788371,Rutu Enclave A10_THO,RFS,High-rise,32,12,20,63%,Rest
19766,Rutu Enclave_THO,19.26227745,72.9672986,Rutu Enclave A11_THO,RFS,High-rise,32,13,19,59%,Rest
19766,Rutu Enclave_THO,19.26227745,72.9672986,Rutu Enclave A12_THO,RFS,High-rise,32,12,20,63%,Rest
18009,Rutu Enclave_THO,19.26354392,72.96753378,Rutu Enclave A2_THO,RFS,High-rise,32,19,13,41%,Rest
18020,Rutu Enclave_THO,19.263253,72.96763954,Rutu Enclave A3_THO,RFS,High-rise,32,12,20,63%,Rest
17697,Rutu Enclave_THO,19.26270728,72.96718916,Rutu Enclave A6_THO,RFS,High-rise,32,17,15,47%,Rest
17697,Rutu Enclave_THO,19.26270728,72.96718916,Rutu Enclave A7_THO,RFS,High-rise,32,11,21,66%,Rest
17697,Rutu Enclave_THO,19.26270728,72.96718916,Rutu Enclave A8_THO,RFS,High-rise,32,19,13,41%,Rest
17945,Rutu Enclave_THO,19.26248605,72.96793929,Rutu Enclave A9_THO,RFS,High-rise,32,18,14,44%,Rest
19072,Rutu Enclave_THO,19.26238841,72.96763404,Rutu Enclave B1_THO,RFS,High-rise,32,20,12,38%,Rest
18055,Rutu Enclave_THO,19.26250165,72.96674848,Rutu Enclave B10_THO,RFS,High-rise,32,29,3,9%,Rest
18055,Rutu Enclave_THO,19.26250165,72.96674848,Rutu Enclave B11_THO,RFS,High-rise,32,24,8,25%,Rest
48190,Rutu Enclave_THO,19.26282592,72.96651852,Rutu Enclave B-12_THO,RFS,High-rise,32,23,9,28%,Rest
48190,Rutu Enclave_THO,19.26282592,72.96651852,Rutu Enclave B-13_THO,RFS,High-rise,32,21,11,34%,Rest
19072,Rutu Enclave_THO,19.26238841,72.96763404,Rutu Enclave B2_THO,RFS,High-rise,32,26,6,19%,Rest
19008,Rutu Enclave_THO,19.26202154,72.96778486,Rutu Enclave B3_THO,RFS,High-rise,32,21,11,34%,Rest
19008,Rutu Enclave_THO,19.26202154,72.96778486,Rutu Enclave B4_THO,RFS,High-rise,32,25,7,22%,Rest
197147,Rutu Enclave_THO,19.26166612,72.96769237,Rutu Enclave B5_THO,RFS,High-rise,32,22,10,31%,Rest
197148,Rutu Enclave_THO,19.26164333,72.96753009,Rutu Enclave B6_THO,RFS,High-rise,32,18,14,44%,Rest
197149,Rutu Enclave_THO,19.26162654,72.96739585,Rutu Enclave B7_THO,RFS,High-rise,32,25,7,22%,Rest
197150,Rutu Enclave Bungalow_THO,19.26181055,72.96702182,Rutu Enclave Bungalow_THO,RFS,Flatbed,8,1,7,88%,Rest
197151,Rutu Enclave_THO,19.26315186,72.9668118,Rutu Enclave F-1_THO,RFS,High-rise,32,25,7,22%,Rest
197152,Rutu Enclave_THO,19.26322266,72.96691054,Rutu Enclave F-2_THO,RFS,High-rise,32,20,12,38%,Rest
197153,Rutu Enclave_THO,19.26329761,72.96701703,Rutu Enclave F-3_THO,RFS,High-rise,32,17,15,47%,Rest
197154,Rutu Enclave_THO,19.26339874,72.96714373,Rutu Enclave F-4_THO,RFS,High-rise,32,22,10,31%,Rest
82831,Rutu Enclave_THO,19.26301841,72.96774647,Rutu Enclave Wing-A4_THO,RFS,High-rise,32,24,8,25%,Rest
82831,Rutu Enclave_THO,19.26301841,72.96774647,Rutu Enclave Wing-A5_THO,RFS,High-rise,32,19,13,41%,Rest
39476,Rutu Estate_THP,19.24692188,72.97857834,Rutu Estate Bldg B1_THP,RFS,High-rise,32,20,12,38%,Rest
39476,Rutu Estate_THP,19.24692188,72.97857834,Rutu Estate Bldg B2_THP,RFS,High-rise,32,24,8,25%,Rest
18076,Rutu Estate_THP,19.24733233,72.97872643,Rutu Estate Bldg B3_THP,RFS,High-rise,32,28,4,13%,Rest
4826,Rutu Estate_THP,19.24666469,72.97977814,Rutu Estate Bldg C2_THP,RFS,High-rise,48,40,8,17%,Rest
